tweet_id,tweet_text,true_text_info,true_text_human,predicted_reasoning,predicted_info,predicted_category,mapped_predicted_info,mapped_predicted_category,tweet_text_char_count,token_in_use,token_out_use,latency_seconds,temperature
907308344112803840,Feds team with Texas to provide post-Harvey relief https://t.co/12QAeAydit https://t.co/QmUSCQXlPZ,informative,rescue_volunteering_or_donation_effort,"The tweet mentions 'Feds team with Texas to provide post-Harvey relief', which is clearly about disaster relief efforts following Hurricane Harvey. This is informative disaster-related content, and the focus is on relief provision, which falls under rescue/volunteering/donation efforts.",informative,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,98,1485,97,6.0891358852386475,0.0
913173742360125440,5:45 PM Wednesday: Maria back to low-end Hurricane status. DelMarVa peninsula getting high surf and wind. https://t.co/Zt85CjkpQK,informative,other_relevant_information,"The tweet provides a weather forecast update about Hurricane Maria, mentioning its downgraded status and impacts on the DelMarVa peninsula. This is informative disaster-related content but does not report casualties, damage, or relief efforts—it is a general news/forecast update.",informative,other_relevant_information,informative,other_relevant_information,129,1486,88,4.652530670166016,0.0
907560012926603264,Half-million gallons of gasoline spilled due to Harvey's floodwaters https://t.co/cqD3Gg48yp https://t.co/7WoeOmAUdO,informative,infrastructure_and_utility_damage,"The tweet reports a specific disaster-related event: a half-million gallons of gasoline spilled due to Harvey's floodwaters. This is informative because it provides news about the disaster's aftermath. The spill involves infrastructure/utility damage (gasoline spill from floodwaters) rather than casualties, missing persons, or direct relief efforts, so it falls under infrastructure_and_utility_damage.",informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,116,1486,113,3.999851703643799,0.0
906549721648562179,The Prayer Circle: Texans Rebuild After Harvey as a Practice of Faith by KEVINÂ SACK https://t.co/SfemyUy1z9 https://t.co/AmGYuFnIWB,not_informative,not_humanitarian,"The tweet mentions 'Texans Rebuild After Harvey' which explicitly references Hurricane Harvey, a specific disaster event. However, the tweet is primarily a link to a news article about faith and rebuilding, not a direct report of casualties, damage, or relief efforts. It contains general news/discussion about the disaster aftermath, fitting 'other_relevant_information'.",informative,other_relevant_information,informative,other_relevant_information,132,1494,107,4.278587579727173,0.0
909746526863417344,Hillary quote “IT WOULD PROBABLY BE GOOD FOR THE COUNTRY IF IRMA WERE TO JUST WIPE EVERY FLORIDA HILLBILLY OFF THE… https://t.co/SfWIwh8dVy,informative,other_relevant_information,"The tweet is a political quote about Hurricane Irma, not a report of disaster impacts. It contains no information about casualties, damage, or relief efforts—only a controversial political remark. Therefore, it is not informative about the disaster itself.",not_informative,not_humanitarian,not_informative,not_humanitarian,139,1499,108,6.387832164764404,0.0
916262078893248513,Hurricane mauled Puerto Rico's renowned Monkey Island research center https://t.co/YGkb8dXuaG https://t.co/jbEp8sHIFK,informative,infrastructure_and_utility_damage,"The tweet reports that a hurricane damaged a research center in Puerto Rico, which is disaster-related (informative). The focus is on damage to a facility (infrastructure), not on casualties, missing people, or relief efforts.",informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,117,1487,83,4.242413282394409,0.0
909458931696717824,"A view of St. Thomas, #USVI, before &amp; after Hurricane #Irma. https://t.co/XKivTJjA6v",informative,infrastructure_and_utility_damage,"The tweet shows before/after views of St. Thomas, USVI, specifically referencing Hurricane Irma. The attached image likely shows damage from the hurricane, making it informative about the disaster. Since it focuses on the visual impact on the area (likely infrastructure damage), it falls under infrastructure_and_utility_damage.",informative,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,88,1483,102,3.346449613571167,0.0
930026420746645505,RT @Fintribune: 7.3 Magnitude Earthquake Strikes Iran's #Kermanshah Province https://t.co/ZslBfdDglG,informative,other_relevant_information,"The tweet reports a 7.3 magnitude earthquake striking Iran's Kermanshah province, which is a general news report about a disaster event. It does not mention specific casualties, damage, or relief efforts, so it falls under general disaster news.",informative,other_relevant_information,informative,other_relevant_information,100,1486,87,2.969054937362671,0.0
909394515441668097,RT @wsbtv: Fuel at gas stations across Georgia tainted with Irma rainwater | FULL STORY - https://t.co/PZuwnN3B5J https://t.co/ERwTncM6Kv,informative,other_relevant_information,"The tweet reports that fuel at gas stations across Georgia was tainted with rainwater from Hurricane Irma, which is a news report about a disaster-related issue. This does not directly report casualties, missing people, damage to infrastructure, or rescue efforts, so it best fits the 'other_relevant_information' category.",informative,other_relevant_information,informative,other_relevant_information,137,1499,95,20.06445860862732,0.0
877964234826555392,22K people displaced in Sri Lanka due to being hit by worst flood in decades: https://t.co/y1OnYlTWo8 #FoodTank https://t.co/vfuV7ZNVES,informative,affected_individuals,"The tweet reports that 22,000 people have been displaced in Sri Lanka due to the worst flood in decades. This is clearly disaster-related (informative) and focuses on displaced individuals, which falls under 'affected_individuals' as per the hierarchy (displaced people are explicitly mentioned, and no injuries/deaths or missing persons are reported).",informative,affected_individuals,informative,affected_individuals,135,1494,104,3.7903428077697754,0.0
