tweet_id,tweet_text,true_text_info,true_text_human,predicted_category,mapped_predicted_info,mapped_predicted_category,tweet_text_char_count,token_in_use,token_out_use,latency_seconds,temperature
907308344112803840,Feds team with Texas to provide post-Harvey relief https://t.co/12QAeAydit https://t.co/QmUSCQXlPZ,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,98,943,17,3.043700933456421,0.0
913173742360125440,5:45 PM Wednesday: Maria back to low-end Hurricane status. DelMarVa peninsula getting high surf and wind. https://t.co/Zt85CjkpQK,informative,other_relevant_information,other_relevant_information,informative,other_relevant_information,129,935,11,2.639407157897949,0.0
907560012926603264,Half-million gallons of gasoline spilled due to Harvey's floodwaters https://t.co/cqD3Gg48yp https://t.co/7WoeOmAUdO,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,116,947,13,3.5349838733673096,0.0
906549721648562179,The Prayer Circle: Texans Rebuild After Harvey as a Practice of Faith by KEVINÂ SACK https://t.co/SfemyUy1z9 https://t.co/AmGYuFnIWB,not_informative,not_humanitarian,other_relevant_information,informative,other_relevant_information,132,940,11,3.434521198272705,0.0
909746526863417344,Hillary quote “IT WOULD PROBABLY BE GOOD FOR THE COUNTRY IF IRMA WERE TO JUST WIPE EVERY FLORIDA HILLBILLY OFF THE… https://t.co/SfWIwh8dVy,informative,other_relevant_information,not_informative,not_informative,not_humanitarian,139,937,9,3.022611379623413,0.0
916262078893248513,Hurricane mauled Puerto Rico's renowned Monkey Island research center https://t.co/YGkb8dXuaG https://t.co/jbEp8sHIFK,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,117,932,13,1.2032294273376465,0.0
909458931696717824,"A view of St. Thomas, #USVI, before &amp; after Hurricane #Irma. https://t.co/XKivTJjA6v",informative,infrastructure_and_utility_damage,other_relevant_information,informative,other_relevant_information,88,929,11,2.390355348587036,0.0
930026420746645505,RT @Fintribune: 7.3 Magnitude Earthquake Strikes Iran's #Kermanshah Province https://t.co/ZslBfdDglG,informative,other_relevant_information,other_relevant_information,informative,other_relevant_information,100,931,11,3.0786690711975098,0.0
909394515441668097,RT @wsbtv: Fuel at gas stations across Georgia tainted with Irma rainwater | FULL STORY - https://t.co/PZuwnN3B5J https://t.co/ERwTncM6Kv,informative,other_relevant_information,other_relevant_information,informative,other_relevant_information,137,942,11,2.35276198387146,0.0
877964234826555392,22K people displaced in Sri Lanka due to being hit by worst flood in decades: https://t.co/y1OnYlTWo8 #FoodTank https://t.co/vfuV7ZNVES,informative,affected_individuals,affected_individuals,informative,affected_individuals,135,943,9,6.497153282165527,0.0
909484808404967425,Irma Survivor Tells Trump: “Obama Was Playing Golf During The Last Hurricane” https://t.co/54RdxKiad3,informative,other_relevant_information,not_informative,not_informative,not_humanitarian,101,924,9,1.685279130935669,0.0
928673108432736256,New Puerto Rico Flag with Raindrops Postcard https://t.co/Al4kzyQ084 More Designs https://t.co/AXbRlLG0h4 #zazzle https://t.co/8yjWFZyZbr,not_informative,not_humanitarian,not_informative,not_informative,not_humanitarian,137,960,9,1.399043321609497,0.0
910524535757262851,"Photos show destruction, damage from Hurricane Maria https://t.co/VeK9i0TBFt https://t.co/fkBaDhjNUQ",informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,100,929,13,1.079491376876831,0.0
914848052766236672,Remnants of hurricane Maria meant blustery weather round the Loch but very pleased to see family of swans back https://t.co/lVvW5tXK7r,informative,other_relevant_information,other_relevant_information,informative,other_relevant_information,134,943,11,1.2286810874938965,0.0
916037408528801792,@CarmenYulinCruz Military Mission to help Puerto Rico Contact me for details You are not alone https://t.co/KEnSy4mP64,informative,rescue_volunteering_or_donation_effort,rescue_volunteering_or_donation_effort,informative,rescue_volunteering_or_donation_effort,118,927,17,1.5545742511749268,0.0
901805456213102593,Pictures from the Heights neighborhood in #Houston. Water is rising. #Harvey https://t.co/xsGzUA92dF,informative,infrastructure_and_utility_damage,infrastructure_and_utility_damage,informative,infrastructure_and_utility_damage,100,924,13,3.7877769470214844,0.0
910613883613847553,Relatives say children missing after a school collapsed in Mexico's deadly earthquake have sent WhatsApp messages. https://t.co/mz1jHrEcCB,informative,missing_or_found_people,missing_or_found_people,informative,missing_or_found_people,138,926,13,1.7675085067749023,0.0
909439057150832640,Islanders tell of terror with prisoners on loose following Hurricane Irma https://t.co/fOUscBLM6i https://t.co/Oc7bc0Cg05,informative,other_relevant_information,other_relevant_information,informative,other_relevant_information,121,934,11,0.9209907054901123,0.0
