model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8875154511742892,0.6192100355590845,3.6062480429729145,402542
deepseek-v4-flash,0.1,0.8808933002481389,0.591530912113604,3.053591186306866,399773
deepseek-v4-flash,0.2,0.8773234200743495,0.600228509672403,2.854019481822314,399150
deepseek-v4-flash,0.3,0.8771929824561403,0.6041531402198523,2.361131670940445,398949
typhoon-v2.5,0.0,0.8972188633615478,0.6124917423996545,0.2960617532768098,323834
typhoon-v2.5,0.1,0.9013398294762485,0.6197141558497189,0.29953760169891724,323827
typhoon-v2.5,0.2,0.8964677222898904,0.6195407192315799,0.3161877104010715,323831
typhoon-v2.5,0.3,0.8978102189781022,0.620129984928854,0.3087413990165133,323830
gemma-4,0.0,0.8935643564356436,0.6233726147011336,2.2199156175096673,299523
gemma-4,0.1,0.8957816377171216,0.6228457623529452,1.912874025652608,299574
gemma-4,0.2,0.8949320148331273,0.6265334922111847,1.990034411627933,299759
gemma-4,0.3,0.8957816377171216,0.6275844687512202,2.6457479351545237,301132
