model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8497970230040596,0.6106055132303958,3.0734382967549965,369894
deepseek-v4-flash,0.1,0.8506056527590848,0.6019891309841026,2.60580585914779,367528
deepseek-v4-flash,0.2,0.8552278820375335,0.5908346712879232,2.1799863367916577,366032
deepseek-v4-flash,0.3,0.8490566037735849,0.5945456755688372,2.7028767587654143,367974
typhoon-v2.5,0.0,0.8777923784494087,0.6356637355877709,0.3006036595044383,296298
typhoon-v2.5,0.1,0.8736842105263158,0.6370210191603275,0.2972814694818747,296281
typhoon-v2.5,0.2,0.8810457516339869,0.6305807532051826,0.31650248941672277,296290
typhoon-v2.5,0.3,0.8736842105263158,0.6285166676841837,0.36607752473230853,296286
gemma-4,0.0,0.7560975609756098,0.5442709833072854,2.3907261839900835,270339
gemma-4,0.1,0.7655068078668684,0.552093220908361,2.334090083718775,271022
gemma-4,0.2,0.7722473604826546,0.5542523707635896,2.8921038425301178,271634
gemma-4,0.3,0.770392749244713,0.5484636540791122,2.8843446628031026,271320
