model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8722002635046113,0.6093121134888886,3.555495743257591,774945
deepseek-v4-flash,0.1,0.8695652173913043,0.6070154391011666,3.4079616331009275,774946
deepseek-v4-flash,0.2,0.8717277486910995,0.5981563095826089,3.0403008988179057,780079
deepseek-v4-flash,0.3,0.8702490170380078,0.5991148362519477,2.640669817943497,778856
typhoon-v2.5,0.0,0.8509485094850948,0.5914032330248243,0.5929606264805889,626569
typhoon-v2.5,0.1,0.8513513513513513,0.6006006348973805,0.5771179161223757,628367
typhoon-v2.5,0.2,0.8469945355191257,0.5951550228389015,0.5854422295710955,621111
typhoon-v2.5,0.3,0.8525033829499323,0.6062766455989508,0.5707965020639488,627438
gemma-4,0.0,0.9032258064516129,0.6360219986168514,3.7782767403173256,617496
gemma-4,0.1,0.9023485784919654,0.6430105119093978,4.739288379946553,621183
gemma-4,0.2,0.9048207663782447,0.6419209387707575,4.5604707724544635,620955
gemma-4,0.3,0.9002493765586035,0.6426668738921569,3.666055876895251,613874
