model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.7786032689450223,0.5507041620177453,2.5186395531156625,441774
deepseek-v4-flash,0.1,0.7887740029542097,0.5473611182240067,2.5571389535508784,444169
deepseek-v4-flash,0.2,0.7774480712166172,0.5532203326082061,2.6745232106205004,442434
deepseek-v4-flash,0.3,0.7876106194690266,0.547377267239322,2.085456666718441,444869
typhoon-v2.5,0.0,0.6844741235392321,0.4766770242517677,0.43436384628493474,301149
typhoon-v2.5,0.1,0.6942148760330579,0.4795195693386343,0.4169475191617867,304008
typhoon-v2.5,0.2,0.6866666666666666,0.4742406336711207,0.43771559403712057,301600
typhoon-v2.5,0.3,0.6887417218543046,0.4743740888027351,0.4181687033983816,303554
gemma-4,0.0,0.7766116941529235,0.5409693088928615,3.3290108309324045,275479
gemma-4,0.1,0.781437125748503,0.5486929021343003,3.1275142417011033,275211
gemma-4,0.2,0.7862481315396114,0.5370903653325911,3.2265012088524867,275358
gemma-4,0.3,0.7771084337349398,0.5506229151066553,3.5488406334265297,273571
