model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8805970149253731,0.6042607924879446,2.6971276870286798,534457
deepseek-v4-flash,0.1,0.8841843088418431,0.5943650985310389,2.826254399174238,535835
deepseek-v4-flash,0.2,0.8759305210918115,0.5868642035847181,2.925922608470537,536219
deepseek-v4-flash,0.3,0.8897149938042132,0.6055247955784803,2.3552502626441862,536025
typhoon-v2.5,0.0,0.9001203369434416,0.6127771078356968,0.36522097654076685,450765
typhoon-v2.5,0.1,0.8977135980746089,0.600517314172788,0.32785343886371626,450769
typhoon-v2.5,0.2,0.8990384615384616,0.6081532392876985,0.3091879674637935,450774
typhoon-v2.5,0.3,0.8977135980746089,0.5992553529268316,0.615462357779423,450773
gemma-4,0.0,0.8954489544895449,0.6181250294944406,2.495674106229349,432898
gemma-4,0.1,0.8949320148331273,0.6197961158275613,2.586175657838464,433126
gemma-4,0.2,0.8996282527881041,0.6281893985166057,2.591437505060933,433376
gemma-4,0.3,0.8951911220715166,0.6160623353893627,2.758157712529855,433764
