model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8364153627311522,0.6076215595146786,5.248121352309725,900955
deepseek-v4-flash,0.1,0.8380681818181818,0.6054315901344802,4.187453411489844,901559
deepseek-v4-flash,0.2,0.842998585572843,0.5996669118579623,5.861543206579657,902155
deepseek-v4-flash,0.3,0.8316831683168316,0.5947102313886892,6.625543885022045,912169
typhoon-v2.5,0.0,0.7607361963190185,0.5454231537939559,0.5218747531275351,713517
typhoon-v2.5,0.1,0.7565084226646248,0.5528274704090475,0.5124446509843803,714742
typhoon-v2.5,0.2,0.7708649468892261,0.5554780870471908,0.5128578745511424,722189
typhoon-v2.5,0.3,0.7675840978593272,0.5588979611609359,0.48474358609948026,715991
gemma-4,0.0,0.8410689170182841,0.6051623546175999,2.177015329737112,726797
gemma-4,0.1,0.8387096774193549,0.6080598414786222,2.160367054293355,729693
gemma-4,0.2,0.8370786516853933,0.6133363467419047,2.5616437809400825,727059
gemma-4,0.3,0.8382559774964838,0.6029297353530578,2.279426153912487,727261
