model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.9129640900791236,0.7522363541825542,1.0260799290382698,1910716
deepseek-v4-flash,0.1,0.9121951219512195,0.7479829892231958,1.2490004086447788,1910417
deepseek-v4-flash,0.2,0.912751677852349,0.7482784368911507,1.4700851930330878,1910614
deepseek-v4-flash,0.3,0.9123020706455542,0.7491683657117693,1.465010438646589,1910346
typhoon-v2.5,0.0,0.8967136150234741,0.6859638269600556,0.43961204637986573,1955056
typhoon-v2.5,0.1,0.8976470588235295,0.6869553165078567,0.45042664757446765,1955054
typhoon-v2.5,0.2,0.8967136150234741,0.6860359345319043,0.4490979725600689,1955058
typhoon-v2.5,0.3,0.8965922444183314,0.6829509877609239,0.42935816509149777,1955041
gemma-4,0.0,0.9101123595505618,0.7541917262494318,0.990352618717634,1569230
gemma-4,0.1,0.9111389236545682,0.7556998784883858,0.8387458175129153,1569274
gemma-4,0.2,0.9104571070757671,0.7547779599990136,0.7011127968823606,1569262
gemma-4,0.3,0.9098873591989988,0.7518609221996057,0.7025648616764644,1569287
