model,temperature,text_informativeness_f1,text_category_f1,avg_latency_seconds,total_tokens_used
deepseek-v4-flash,0.0,0.8668407310704961,0.5957888502305161,6.968300462244041,921507
deepseek-v4-flash,0.1,0.8863049095607235,0.6142976954378837,8.997641818931854,930987
deepseek-v4-flash,0.2,0.8790637191157347,0.6050380747208951,4.023638872036421,923847
deepseek-v4-flash,0.3,0.881664499349805,0.6095828470359106,3.138637259661914,923995
typhoon-v2.5,0.0,0.8948655256723717,0.5943896895656468,1.3901621782447238,838446
typhoon-v2.5,0.1,0.8886168910648715,0.5898706126339475,1.3723880731727023,837367
typhoon-v2.5,0.2,0.8902439024390244,0.5768281179170285,1.3736815143866368,840542
typhoon-v2.5,0.3,0.8959608323133414,0.5994034868523259,1.3609546180740295,837519
gemma-4,0.0,0.9013732833957553,0.6379681192750324,5.706593915760755,742205
gemma-4,0.1,0.9027431421446384,0.6464754475575751,5.973045765166264,743112
gemma-4,0.2,0.8994974874371859,0.6376374555485969,5.521906812827425,736218
gemma-4,0.3,0.9011264080100125,0.6381699876901481,5.78357564785566,738491
